record_label,catalog_number,artist,album,image
,,John Whelan & Eileen Ivers,Fresh Takes,records/111/PXL_20240919_020432525.jpg
,,Norman Blake,The Rising Fawn String Ensemble,records/111/PXL_20240919_020438743.jpg
Unknown,Unknown,Planxty,Planxty,records/111/PXL_20240919_020443912.jpg
Shanachie,,Planxty,The Planxty Collection,records/111/PXL_20240919_020451696.jpg
,,Kornog,Ar Seizh Avel / On Seven Winds,records/111/PXL_20240919_020458266.MP.jpg
,,The Bothy Band,1975,records/111/PXL_20240919_020505428.jpg
,,"Matt Molloy, Paul Brady, Tommy Peoples","Molloy, Brady, Peoples",records/111/PXL_20240919_020510766.MP.jpg
PDU,Pld A 6062,Unknown,Tristan de Lyonesse,records/111/PXL_20240919_020517652.jpg
,,Tommy Peoples with Daithi Sproule,The Iron Man,records/111/PXL_20240919_020522636.jpg
,,The Chieftains,5,records/111/PXL_20240919_020532020.jpg
Claddagh Records,CC2,The Chieftains,The Chieftains 2,records/111/PXL_20240919_020536851.jpg
Folkways Records,FW 8876,Kevin Burke,"Sweeney's Dream: Fiddle Tunes from County Sligo, Ireland",records/111/PXL_20240919_020543714.jpg
Green Linnet Records,SIF 1071,The Tannahill Weavers,Dancing Feet,records/111/PXL_20240919_020549411.jpg
Angel,36418,Yehudi Menuhin & Ravi Shankar,West Meets East,records/111/PXL_20240919_020556606.jpg
Pacific Cascade Records,LPL 7026,Jean Ritchie,Jean Ritchie at Home,records/111/PXL_20240919_020601848.MP.jpg
Unknown,Unknown,Battlefield Band,Battlefield Band,records/111/PXL_20240919_020608442.jpg
,KM 242,Christopher Light,One-Man Band,records/111/PXL_20240919_020614427.jpg
,,Silly Wizard,So Many Partings,records/111/PXL_20240919_020622395.MP.jpg
,,Frankie Gavin and Alec Finn,Traditional Music of Ireland: Fiddle and Bouzouki,records/111/PXL_20240919_020628896.jpg
,,The Irish Tradition,the corner house,records/111/PXL_20240919_020639840.jpg
Unknown,Unknown,Sean Keane,Unknown,records/111/PXL_20240919_020648068.jpg
Claddagh Records,CC7,The Chieftains,The Chieftains 3,records/111/PXL_20240919_020655741.jpg
,,The Chieftains,The Chieftains,records/111/PXL_20240919_020702423.jpg
Reanold,6066,Various Artists,Irish Traditional Instrumental Music from the East Coast of America Volume 1,records/111/PXL_20240919_020716286.jpg
Shanachie,,Clannad,Clannad 2,records/111/PXL_20240919_020722626.MP.jpg
