record_label,catalog_number,artist,album,image
Columbia,ML 6181,"Rachmaninoff, Eugene Ormandy, The Philadelphia Orchestra",Symphony No. 1,records/134/PXL_20240925_023121408.MP.jpg
L'Oiseau-Lyre,,Guillaume de Machaut,"La Messe de Notre Dame, Virelais, Rondeaux, Ballades, Lai",records/134/PXL_20240925_023127401.jpg
Seraphim,,"King's College Choir, Cambridge, David Willcocks",Palestrina: The Pope Marcellus Mass and Missa brevis,records/134/PXL_20240925_023133441.jpg
Musical Heritage Society,MHS 3451,Johann Sebastian Bach,"Cantata No. 71, Gott ist mein König / Cantata No. 4, Christ lag in Todesbanden",records/134/PXL_20240925_023140453.jpg
Musical Heritage Society,MHS 4122,Jacob Obrecht,Missa Fortuna Desperata,records/134/PXL_20240925_023146150.jpg
Counterpoint/Esoteric,5617,The Telemann Society,Instrumental Music,records/134/PXL_20240925_023152850.jpg
Dover,97269-0,Orlando di Lasso,Madrigals and Motets,records/134/PXL_20240925_023158788.jpg
Vanguard Everyman Classics,,Johann Sebastian Bach,Cantata No. 80 / Cantata No. 104,records/134/PXL_20240925_023204764.jpg
Fonal,LP-1079,Manuel Díaz Cano,Concierto de Guitarra,records/134/PXL_20240925_023210714.jpg
Concert-Disc,CS-250,The Fine Arts Quartet and the New York Woodwind Quintet,Art of the Fugue,records/134/PXL_20240925_023216356.jpg
MHS,MHS STEREO 3988,H. Kästner,Chorale Preludes for Organ,records/134/PXL_20240925_023222066.jpg
Concert-Disc,CS-230,"Bach, The Fine Arts Quartet and the New York Woodwind Quintet",Art of the Fugue,records/134/PXL_20240925_023228120.jpg
Musical Heritage Society,MHS 3805,Giovanni Pierluigi da Palestrina / Claudio Merulo,Stabat Mater / Four Toccatas,records/134/PXL_20240925_023234070.MP.jpg
MHS,MHS STEREO 4026,Johannes Ockeghem,Prince of Music,records/134/PXL_20240925_023239960.jpg
MHS,4205,Thomas Créquillon,Chansons and Motets for Voices and Instruments,records/134/PXL_20240925_023246281.MP.jpg
Musical Heritage Society,MHS 4082,Heinrich Schutz,Motets and Psalms,records/134/PXL_20240925_023251982.jpg
Dover,HCR-ST-7271,"Morales, Victoria, Byrd, Giovanni Gabrieli",Choral Music / Madrigals & Dialogues,records/134/PXL_20240925_023258175.jpg
,MHS STEREO 3969/70,Roland de Lassus,The Tears of St. Peter,records/134/PXL_20240925_023304888.jpg
Musical Heritage Society,MHS 3496,Guillaume Dufay,Missa Sine Nomine / Medieval and Renaissance Dances,records/134/PXL_20240925_023311816.jpg
Musical Heritage Society,MHS 4179,Ockeghem,The Motets,records/134/PXL_20240925_023319193.jpg
Odyssey,32 16 0121,The Singers of Saint-Eustache/Emile Martin,Palestrina Masses and Motets,records/134/PXL_20240925_023325590.jpg
,MHS 3291,The Harvard Glee Club,Lamentations of Jeremiah,records/134/PXL_20240925_023332554.jpg
The Musical Heritage Society Inc.,MHS 1000,Josquin des Prés,"Missa Pange Lingua / Miserere Mei, Deus",records/134/PXL_20240925_023339197.jpg
Musical Heritage Society,MHS 4111,The Prague Madrigal Singers,Musica Antiqua Slovaca,records/134/PXL_20240925_023347525.jpg
Musical Heritage Society,MHS 4696M,Pro Cantione Antiqua,The Passion According to St. Luke,records/134/PXL_20240925_023352870.MP.jpg
