record_label,catalog_number,artist,album,image
Columbia Masterworks,M 32294,Rudolf Serkin / Beethoven,"Sonata No. 11 in B-flat, Op. 22 / Fantaisie in G Minor, Op. 77 / Sonata No. 24 in F-sharp, Op. 78",records/126/PXL_20240920_020228839.jpg
Musical Heritage Society,MHS 1499,Bela Bartok,Sonata for Two Pianos and Percussion / Seven Pieces for Two Pianos,records/126/PXL_20240920_020234422.jpg
Angel Records,,Walter Gieseking,Images - Pour le piano - Estampes,records/126/PXL_20240920_020239696.jpg
The Musical Heritage Society Inc.,MHS 1314,Domenico Scarlatti,13 Sonatas,records/126/PXL_20240920_020244672.jpg
Archiv Produktion,2533 043,Fernando Germani,Altitalienische Orgelmusik,records/126/PXL_20240920_020249982.jpg
Musical Heritage Society,MHS 1422,Jean-Philippe Rameau,Selected Harpsichord Works,records/126/PXL_20240920_020255447.jpg
Musical Heritage Society,MHS 580,Artur Balsam,Sonatas by Muzio Clementi,records/126/PXL_20240920_020300991.jpg
Epic,BC 1180,The Juilliard String Quartet,"String Quartet No. 14 in G Major, K. 387 / String Quartet No. 15 in D Minor, K. 421",records/126/PXL_20240920_020306516.jpg
Musical Heritage Society,MHS 1528,Esteban Sanchez,"Scenes from Childhood, Op. 15 / Six Children's Pieces, Op. 72 / Album for Children, Op. 39",records/126/PXL_20240920_020311832.MP.jpg
Musical Heritage Society,MHS 4131,Luigi Boccherini,String Quintets,records/126/PXL_20240920_020317533.jpg
Musical Heritage Society,MHS 4289,Wolfgang Amadeus Mozart,"German Dances: K. 509, 586, 600, 605",records/126/PXL_20240920_020322995.MP.jpg
Musical Heritage Society,MHS 4577,Johannes Brahms / Sergey Prokofiev,"Violin Sonata No. 2 in A Major, Op. 100 / Violin Sonata No. 1 in F Minor, Op. 80",records/126/PXL_20240920_020328394.jpg
Meridian,,"Alexander Scriabin, Angela Brownridge","Twelve Etudes, Opus 8; Sonata No. 2 (Sonata Fantasy) in G Sharp Minor",records/126/PXL_20240920_020333816.jpg
Nonesuch,H-71035,Wolfgang Amadeus Mozart,Quartet in D Major K.575 / Quartet in D Major K.499,records/126/PXL_20240920_020339558.jpg
The Musical Heritage Society Inc.,MHS 830,Wolfgang Amadeus Mozart,"Minuetto in G Major, K. 1 / Minuetto in D Major, K. 355/594a / Fantasia in D Minor, K. 397 / Rondo in A Minor, K. 511 / Andantino in E-flat Major, K. 236/588b / Variations on 'Ah, vous dirai-je, Maman,' K. 265 / Allemande in C Minor, K. 399/2 / Courante in C Minor, K. 399/3 / Fantasia in C Minor, K. 396 / Eine Kleine Gigue in G Major, K. 574",records/126/PXL_20240920_020345512.jpg
Orion,ORS 73131,"Frescobaldi, Frederick Hammond",Twelve Toccatas (Book II) - Complete,records/126/PXL_20240920_020352829.jpg
L'Oiseau-Lyre,DSLO 713,Louis Couperin,Suites for Harpsichord,records/126/PXL_20240920_020358063.jpg
abc Classics,ABCL 7006,Gustav Leonhardt,Pièces de Clavecin,records/126/PXL_20240920_020404861.MP.jpg
Nonesuch,H-71175,Béla Bartók,Music for Piano Played by Noël Lee,records/126/PXL_20240920_020415201.jpg
Seraphim,60116,Artur Schnabel,The Art of Artur Schnabel,records/126/PXL_20240920_020420773.jpg
RCA Red Seal,LSC-3122,Van Cliburn,"Two 20th-Century Masterpieces: Prokofieff Sonata No. 6, Barber Sonata",records/126/PXL_20240920_020427317.jpg
VOX,STPL 512.960,Guiomar Novaes,Nocturnes (Complete) – Vol. II,records/126/PXL_20240920_020435106.jpg
Turnabout Vox,TV-S 34480,Bartok,"Violin Concerto No. 2 / Contrasts for Clarinet, Violin & Piano",records/126/PXL_20240920_020441526.jpg
Angel,36205,Mozart,"Mass in C Minor, K. 427",records/126/PXL_20240920_020447157.MP.jpg
