record_label,catalog_number,artist,album,image
Philips,,"Concertgebouw Orchestra, Amsterdam, Bernard Haitink",Symphony No. 0 in D Minor,records/115/PXL_20240919_031237567.jpg
Amphion,CL2147,The Telemann Society Orchestra & Instrumental Ensemble,Suite in A Major for Recorder & Orchestra / Sonata in B Minor for Oboe & Harpsichord / Quartet in G Major,records/115/PXL_20240919_031246708.jpg
Philips,,Händel,Concerti a due cori,records/115/PXL_20240919_031252344.jpg
RCA Victor Red Seal,LSC-2897,Prokofieff,Piano Concertos Nos. 1 and 2,records/115/PXL_20240919_031259951.jpg
Angel,S-37063,Vivaldi / Itzhak Perlman,The Four Seasons,records/115/PXL_20240919_031304926.jpg
Deutsche Grammophon,138 954,Leoś Janáček,Mša Glagolskaja (Missa Glagolitica),records/115/PXL_20240919_031313542.jpg
Columbia,M 34555,Glenn Gould,"Sibelius: 3 Sonatines, Op. 67; 'Kyllikki', Op. 41",records/115/PXL_20240919_031318657.jpg
Odyssey,Y 32826,"Prokofiev, The Philadelphia Orchestra, Ormandy",Symphony No. 4,records/115/PXL_20240919_031326536.jpg
Yorkshire Records,STPL 511.180,Rossini,William Tell and other Famous Overtures,records/115/PXL_20240919_031331541.jpg
Seraphim,60109,Arturo Toscanini,Overtures,records/115/PXL_20240919_031339179.jpg
The Musical Heritage Society Inc.,MHS 3176,Gioacchino Rossini,Six Favorite Overtures,records/115/PXL_20240919_031344689.jpg
Philips,PHM 500-012,Ludwig van Beethoven,"Symphony No. 7 in A Major, Opus 92 / King Stephan Overture",records/115/PXL_20240919_031353826.jpg
The Musical Heritage Society Inc.,MHS 991,Brigitte Zaczek,Music for Guitar from the Spanish Renaissance and Rococo,records/115/PXL_20240919_031401163.MP.jpg
Philips,9500 915,Pepe Romero,Joaquin Rodrigo,records/115/PXL_20240919_031406404.jpg
Deutsche Grammophon,2530 462,Johann Sebastian Bach,Werke für Laute II - Works for Lute II,records/115/PXL_20240919_031416172.jpg
Angel,S-36060,Christopher Parkening,In the Classic Style,records/115/PXL_20240919_031421542.jpg
Angel,S-36047,Parkening,Plays Bach,records/115/PXL_20240919_031434114.jpg
Angel,S-36056,Parkening,Parkening and the Guitar,records/115/PXL_20240919_031455510.jpg
EMI Angel,DS-37385,Christopher Parkening,Sacred Music for the Guitar,records/115/PXL_20240919_031504716.jpg
Angel,S-36050,Christopher Parkening,In the Spanish Style,records/115/PXL_20240919_031511344.jpg
Angel,S-36054,Christopher Parkening,Romanza,records/115/PXL_20240919_031518890.jpg
Columbia,ML 6171,Leopold Stokowski/American Symphony Orchestra,Symphony No. 4,records/115/PXL_20240919_031524098.MP.jpg
Angel,S-37446,"Itzhak Perlman, Orchestre de Paris, Daniel Barenboim","Vieuxtemps Violin Concertos No. 4 in D minor, No. 5 in A minor",records/115/PXL_20240919_031530916.MP.jpg
Musical Heritage Society,MHS 1060,Johann Pachelbel / Johann Friedrich Fasch,Canon in D Major / Trumpet Concerto in D Major,records/115/PXL_20240919_031535046.jpg
London Stereo Treasury Series,STS 5237,"Sir Adrian Boult, The Paris Conservatoire Orchestra, The London Philharmonic Orchestra",Tchaikovsky Symphony No. 3 'Polish' / Suite No. 3 Theme & Variations,records/115/PXL_20240919_031629963.MP.jpg
